,Unnamed: 0,Text,cleaned_text,len
13767,13826,"Belgian authorities worried enough to put Conings on a watchlist, yet he was still able to disappear with enough weapons for a massacre.",belgian authorities worried enough put conings watchlist yet still able disappear enough weapons massacre ,135
13768,13827,"In the end, it was just another strange chapter in a rather odd book.",end another strange chapter rather odd book ,68
13771,13830,"IN MARCH, President Joe Biden asked his spooks how the covid-19 pandemic had started.",march president joe biden asked spooks covid pandemic started ,81
13772,13831,"Contradicting claims made last year by Donald Trump, who said the intelligence services had shown him very strong evidence on the matter, they told him that they did not know.",contradicting claims made last year donald trump said intelligence services shown strong evidence matter told know ,173
13773,13832,"So on May 26th he asked them again, publicly this time, admonishing them to try harder and to report back in 90 days.This is a direct rebuke to China’s secretive government.",may th asked publicly time admonishing try harder report back days direct rebuke china secretive government ,166
13789,13848,"Its leadership has consistently fought to deny international bodies the right to stick their noses into the affairs of sovereign countries, and it does not always welcome the WHO’s attentions.",leadership consistently fought deny international bodies right stick noses affairs sovereign countries always welcome attentions ,191
13794,13853,Mr Biden’s request suggests anything the secret world can currently add to that is pretty weak stuff.,mr biden request suggests anything secret world currently add pretty weak stuff ,101
13796,13855,"Without help from China, a harder look will not necessarily change this.",without help china harder look necessarily change ,71
13801,13860,This is no surprise.,surprise ,20
13802,13861,Blood is both easy to collect and easy to preserve.,blood easy collect easy preserve ,51
13808,13867,"So far, five people have signed up, two of whom have died.",far five people signed two died ,56
13831,13890,Knowing what is really going on in those hidey-holes is therefore essential.,knowing really going hidey holes therefore essential ,76
13851,13910,"As a new cold war develops, the fog is thickening.",new cold war develops fog thickening ,49
13854,13913,SOUTH AFRICA had a rotten 2021.,south africa rotten ,26
13855,13914,"Corrupt politicians plundered covid-19 relief funds, deadly riots took more than 330 lives and rolling power cuts hobbled the economy.",corrupt politicians plundered covid relief funds deadly riots took lives rolling power cuts hobbled economy ,126
13856,13915,Yet South African scientists have deservedly won praise this year.,yet south african scientists deservedly praise year ,66
13859,13918,Hours later Britain shut its airports to flights from South Africa and several other southern African countries.,hours later britain shut airports flights south africa several southern african countries ,112
13861,13920,Many South Africans felt they were being unfairly punished for their country’s scientific rigour and openness.,many south africans felt unfairly punished country scientific rigour openness ,110
13862,13921,It is far from clear that Omicron originated in South Africa.,far clear omicron originated south africa ,61
13863,13922,"And it is already be spreading in the rich countries that have isolated the region, southern Africans complain.",already spreading rich countries isolated region southern africans complain ,110
13864,13923,"Moreover, the travel ban may also be hampering the race to learn more about Omicron by impeding supplies of the reagents needed to study it.South Africa continued to restrict large gatherings and make the wearing of face-masks compulsory well after many other countries had lifted such rules.",moreover travel ban may also hampering race learn omicron impeding supplies reagents needed study south africa continued restrict large gatherings make wearing face masks compulsory well many countries lifted rules ,291
